tempo_ms,hx_raw,hx_net,invalid,beep_up,beep_down,trim_release,limit_top,limit_bottom,movement,ap,hyd,pos
137609,265915,50654,0,0,0,0,0,0,0,0,0,0
137901,266061,50800,0,0,0,0,0,0,0,0,0,0
138192,266240,50979,0,0,0,0,0,0,0,0,0,0
138484,265989,50728,0,0,0,0,0,0,0,0,0,0
138775,266007,50746,0,0,0,0,0,0,0,0,0,0
139066,265968,50707,0,0,0,0,0,0,0,0,0,0
139359,265781,50520,0,0,0,0,0,0,0,0,0,0
139650,266051,50790,0,0,0,0,0,0,0,0,0,0
139941,265992,50731,0,0,0,0,0,0,0,0,0,0
140233,265883,50622,0,0,0,0,0,0,0,0,0,0
140524,265802,50541,0,0,0,0,0,0,0,0,0,0
140815,266017,50756,0,0,0,0,0,0,0,0,0,0
141107,266093,50832,0,0,0,0,0,0,0,0,0,0
141399,265859,50598,0,0,0,0,0,0,0,0,0,0
141690,265796,50535,0,0,0,0,0,0,0,0,0,0
141981,265987,50726,0,0,0,0,0,0,0,0,0,0
142273,265855,50594,0,0,0,0,0,0,0,0,0,0
142564,265810,50549,0,0,0,0,0,0,0,0,0,0
142855,265858,50597,0,0,0,0,0,0,0,0,0,0
143148,265914,50653,0,0,0,0,0,0,0,0,0,0
143439,265963,50702,0,0,0,0,0,0,0,0,0,0
143730,265963,50702,0,0,0,0,0,0,0,0,0,0
144022,265799,50538,0,0,0,0,0,0,0,0,0,0
144313,265334,50073,0,0,0,0,0,0,0,0,0,0
144604,265792,50531,0,0,0,0,0,0,0,0,0,0
144897,265798,50537,0,0,0,0,0,0,0,0,0,0
145188,265660,50399,0,0,0,0,0,0,0,0,0,0
145479,265685,50424,0,0,0,0,0,0,0,0,0,0
145771,265625,50364,0,0,0,0,0,0,0,0,0,0
146062,265632,50371,0,0,0,0,0,0,0,0,0,0
146353,265401,50140,0,0,0,0,0,0,0,0,0,0
146644,265451,50190,0,0,0,0,0,0,0,0,0,0
146937,265491,50230,0,0,0,0,0,0,0,0,0,0
147228,265649,50388,0,0,0,0,0,0,0,0,0,0
147519,265602,50341,0,0,0,0,0,0,0,0,0,0
147811,265481,50220,0,0,0,0,0,0,0,0,0,0
148102,265358,50097,0,0,0,0,0,0,0,0,0,0
148393,265549,50288,0,0,0,0,0,0,0,0,0,0
148685,265717,50456,0,0,0,0,0,0,0,0,0,0
148977,265722,50461,0,0,0,0,0,0,0,0,0,0
149268,265631,50370,0,0,0,0,0,0,0,0,0,0
149560,265453,50192,0,0,0,0,0,0,0,0,0,0
149851,265368,50107,0,0,0,0,0,0,0,0,0,0
150142,265401,50140,0,0,0,0,0,0,0,0,0,0
150433,265509,50248,0,0,0,0,0,0,0,0,0,0
150726,265704,50443,0,0,0,0,0,0,0,0,0,0
151017,265774,50513,0,0,0,0,0,0,0,0,0,0
151308,265757,50496,0,0,0,0,0,0,0,0,0,0
151599,265746,50485,0,0,0,0,0,0,0,0,0,0
151891,265371,50110,0,0,0,0,0,0,0,0,0,0
152182,265501,50240,0,0,0,0,0,0,0,0,0,0
152474,265471,50210,0,0,0,0,0,0,0,0,0,0
152766,265522,50261,0,0,0,0,0,0,0,0,0,0
153057,265467,50206,0,0,0,0,0,0,0,0,0,0
153348,265552,50291,0,0,0,0,0,0,0,0,0,0
153640,265371,50110,0,0,0,0,0,0,0,0,0,0
153931,265220,49959,0,0,0,0,0,0,0,0,0,0
154222,265468,50207,0,0,0,0,0,0,0,0,0,0
154515,265634,50373,0,0,0,0,0,0,0,0,0,0
154806,265292,50031,0,0,0,0,0,0,0,0,0,0
155097,265048,49787,0,0,0,0,0,0,0,0,0,0
155388,265192,49931,0,0,0,0,0,0,0,0,0,0
155680,265493,50232,0,0,0,0,0,0,0,0,0,0
155971,265528,50267,0,0,0,0,0,0,0,0,0,0
156263,265814,50553,0,0,0,0,0,0,0,0,0,0
156555,265876,50615,0,0,0,0,0,0,0,0,0,0
156846,265714,50453,0,0,0,0,0,0,0,0,0,0
157137,264649,49388,0,0,0,0,0,0,0,0,0,0
157429,265238,49977,0,0,0,0,0,0,0,0,0,0
157720,265298,50037,0,0,0,0,0,0,0,0,0,0
158011,265503,50242,0,0,0,0,0,0,0,0,0,0
158303,265654,50393,0,0,0,0,0,0,0,0,0,0
158595,265494,50233,0,0,0,0,0,0,0,0,0,0
158886,266019,50758,0,0,0,0,0,0,0,0,0,0
159177,265897,50636,0,0,0,0,0,0,0,0,0,0
159469,265653,50392,0,0,0,0,0,0,0,0,0,0
159760,265851,50590,0,0,0,0,0,0,0,0,0,0
160051,265878,50617,0,0,0,0,0,0,0,0,0,0
160344,265941,50680,0,0,0,0,0,0,0,0,0,0
160635,265728,50467,0,0,0,0,0,0,0,0,0,0
160926,265760,50499,0,0,0,0,0,0,0,0,0,0
161218,265893,50632,0,0,0,0,0,0,0,0,0,0
161509,265828,50567,0,0,0,0,0,0,0,0,0,0
161800,265754,50493,0,0,0,0,0,0,0,0,0,0
162092,266253,50992,0,0,0,0,0,0,0,0,0,0
162384,265786,50525,0,0,0,0,0,0,0,0,0,0
162675,265811,50550,0,0,0,0,0,0,0,0,0,0
162966,266069,50808,0,0,0,0,0,0,0,0,0,0
163258,266232,50971,0,0,0,0,0,0,0,0,0,0
163549,266233,50972,0,0,0,0,0,0,0,0,0,0
163840,266281,51020,0,0,0,0,0,0,0,0,0,0
164133,265972,50711,0,0,0,0,0,0,0,0,0,0
164424,265487,50226,0,0,0,0,0,0,0,0,0,0
164715,265179,49918,0,0,0,0,0,0,0,0,0,0
165007,265100,49839,0,0,0,0,0,0,0,0,0,0
165298,265114,49853,0,0,0,0,0,0,0,0,0,0
165589,265616,50355,0,0,0,0,0,0,0,0,0,0
165881,265345,50084,0,0,0,0,0,0,0,0,0,0
166173,265894,50633,0,0,0,0,0,0,0,0,0,0
166464,265980,50719,0,0,0,0,0,0,0,0,0,0
166756,265849,50588,0,0,0,0,0,0,0,0,0,0
167047,266096,50835,0,0,0,0,0,0,0,0,0,0
167338,266221,50960,0,0,0,0,0,0,0,0,0,0
167629,266062,50801,0,0,0,0,0,0,0,0,0,0
167921,266321,51060,0,0,0,0,0,0,0,0,0,0
168213,266340,51079,0,0,0,0,0,0,0,0,0,0
168505,266133,50872,0,0,0,0,0,0,0,0,0,0
168796,266443,51182,0,0,0,0,0,0,0,0,0,0
169087,266287,51026,0,0,0,0,0,0,0,0,0,0
169378,266037,50776,0,0,0,0,0,0,0,0,0,0
169670,266182,50921,0,0,0,0,0,0,0,0,0,0
169961,266102,50841,0,0,0,0,0,0,0,0,0,0
170253,266010,50749,0,0,0,0,0,0,0,0,0,0
170545,266131,50870,0,0,0,0,0,0,0,0,0,0
170836,266397,51136,0,0,0,0,0,0,0,0,0,0
171128,266297,51036,0,0,0,0,0,0,0,0,0,0
171419,266392,51131,0,0,0,0,0,0,0,0,0,0
171710,266040,50779,0,0,0,0,0,0,0,0,0,0
172002,266123,50862,0,0,0,0,0,0,0,0,0,0
172294,266201,50940,0,0,0,0,0,0,0,0,0,0
172585,266157,50896,0,0,0,0,0,0,0,0,0,0
172876,266034,50773,0,0,0,0,0,0,0,0,0,0
173168,266045,50784,0,0,0,0,0,0,0,0,0,0
173460,265979,50718,0,0,0,0,0,0,0,0,0,0
173751,266194,50933,0,0,0,0,0,0,0,0,0,0
174043,266089,50828,0,0,0,0,0,0,0,0,0,0
174334,266326,51065,0,0,0,0,0,0,0,0,0,0
174625,266043,50782,0,0,0,0,0,0,0,0,0,0
174917,265757,50496,0,0,0,0,0,0,0,0,0,0
175209,266028,50767,0,0,0,0,0,0,0,0,0,0
175500,266663,51402,0,0,0,0,0,0,0,0,0,0
175792,266103,50842,0,0,0,0,0,0,0,0,0,0
176083,266228,50967,0,0,0,0,0,0,0,0,0,0
176374,265866,50605,0,0,0,0,0,0,0,0,0,0
176666,266262,51001,0,0,0,0,0,0,0,0,0,0
176957,266023,50762,0,0,0,0,0,0,0,0,0,0
177249,266392,51131,0,0,0,0,0,0,0,0,0,0
177541,266553,51292,0,0,0,0,0,0,0,0,0,0
177832,266260,50999,0,0,0,0,0,0,0,0,0,0
178123,266396,51135,0,0,0,0,0,0,0,0,0,0
178414,266339,51078,0,0,0,0,0,0,0,0,0,0
178707,266312,51051,0,0,0,0,0,0,0,0,0,0
178998,266673,51412,0,0,0,0,0,0,0,0,0,0
179289,266346,51085,0,0,0,0,0,0,0,0,0,0
179581,266052,50791,0,0,0,0,0,0,0,0,0,0
179872,265607,50346,0,0,0,0,0,0,0,0,0,0
180163,265529,50268,0,0,0,0,0,0,0,0,0,0
180455,266186,50925,0,0,0,0,0,0,0,0,0,0
180746,267414,52153,0,0,0,0,0,0,0,0,0,0
181038,270474,55213,0,0,0,0,0,0,0,0,0,0
181330,271064,55803,0,0,0,0,0,0,0,0,0,0
181621,270981,55720,0,0,0,0,0,0,0,0,0,0
181913,271053,55792,0,0,0,0,0,0,0,0,0,0
182204,271126,55865,0,0,0,0,0,0,0,0,0,0
182495,271157,55896,0,0,0,0,0,0,0,0,0,0
182787,271308,56047,0,0,0,0,0,0,0,0,0,0
183079,271204,55943,0,0,0,0,0,0,0,0,0,0
183370,271198,55937,0,0,0,0,0,0,0,0,0,0
183662,271202,55941,0,0,0,0,0,0,0,0,0,0
183953,266706,51445,0,0,0,0,0,0,0,0,0,0
184244,265035,49774,0,0,0,0,0,0,0,0,0,0
184536,265175,49914,0,0,0,0,0,0,0,0,0,0
184827,265194,49933,0,0,0,0,0,0,0,0,0,0
185119,265304,50043,0,0,0,0,0,0,0,0,0,0
185411,265305,50044,0,0,0,0,0,0,0,0,0,0
185702,265121,49860,0,0,0,0,0,0,0,0,0,0
185993,265048,49787,0,0,0,0,0,0,0,0,0,0
186284,265249,49988,0,0,0,0,0,0,0,0,0,0
186576,265587,50326,0,0,0,0,0,0,0,0,0,0
186868,265366,50105,0,0,0,0,0,0,0,0,0,0
187159,265627,50366,0,0,0,0,0,0,0,0,0,0
187451,265580,50319,0,0,0,0,0,0,0,0,0,0
187742,265907,50646,0,0,0,0,0,0,0,0,0,0
188034,265702,50441,0,0,0,0,0,0,0,0,0,0
188325,265940,50679,0,0,0,0,0,0,0,0,0,0
188616,265731,50470,0,0,0,0,0,0,0,0,0,0
188908,265830,50569,0,0,0,0,0,0,0,0,0,0
189199,265958,50697,0,0,0,0,0,0,0,0,0,0
189491,265832,50571,0,0,0,0,0,0,0,0,0,0
189783,265935,50674,0,0,0,0,0,0,0,0,0,0
190074,265891,50630,0,0,0,0,0,0,0,0,0,0
190365,265867,50606,0,0,0,0,0,0,0,0,0,0
190657,266116,50855,0,0,0,0,0,0,0,0,0,0
190948,266097,50836,0,0,0,0,0,0,0,0,0,0
191240,265910,50649,0,0,0,0,0,0,0,0,0,0
191532,265929,50668,0,0,0,0,0,0,0,0,0,0
191823,265729,50468,0,0,0,0,0,0,0,0,0,0
192114,265497,50236,0,0,0,0,0,0,0,0,0,0
192406,265701,50440,0,0,0,0,0,0,0,0,0,0
192698,265965,50704,0,0,0,0,0,0,0,0,0,0
192989,265960,50699,0,0,0,0,0,0,0,0,0,0
193280,265087,49826,0,0,0,0,0,0,0,0,0,0
193572,265305,50044,0,0,0,0,0,0,0,0,0,0
193863,265133,49872,0,0,0,0,0,0,0,0,0,0
194154,264775,49514,0,0,0,0,0,0,0,0,0,0
194447,264967,49706,0,0,0,0,0,0,0,0,0,0
194738,265366,50105,0,0,0,0,0,0,0,0,0,0
195029,265692,50431,0,0,0,0,0,0,0,0,0,0
195320,265350,50089,0,0,0,0,0,0,0,0,0,0
195612,265185,49924,0,0,0,0,0,0,0,0,0,0
195904,265005,49744,0,0,0,0,0,0,0,0,0,0
196195,264984,49723,0,0,0,0,0,0,0,0,0,0
196486,264793,49532,0,0,0,0,0,0,0,0,0,0
196778,264814,49553,0,0,0,0,0,0,0,0,0,0
197069,265138,49877,0,0,0,0,0,0,0,0,0,0
197360,265160,49899,0,0,0,0,0,0,0,0,0,0
197653,265273,50012,0,0,0,0,0,0,0,0,0,0
197944,265352,50091,0,0,0,0,0,0,0,0,0,0
198235,265347,50086,0,0,0,0,0,0,0,0,0,0
198527,265877,50616,0,0,0,0,0,0,0,0,0,0
198819,265354,50093,0,0,0,0,0,0,0,0,0,0
199110,264807,49546,0,0,0,0,0,0,0,0,0,0
199401,265077,49816,0,0,0,0,0,0,0,0,0,0
199693,264922,49661,0,0,0,0,0,0,0,0,0,0
199984,264814,49553,0,0,0,0,0,0,0,0,0,0
200275,264894,49633,0,0,0,0,0,0,0,0,0,0
200568,264958,49697,0,0,0,0,0,0,0,0,0,0
200859,264388,49127,0,0,0,0,0,0,0,0,0,0
201150,264829,49568,0,0,0,0,0,0,0,0,0,0
201442,265060,49799,0,0,0,0,0,0,0,0,0,0
201733,264561,49300,0,0,0,0,0,0,0,0,0,0
202024,264967,49706,0,0,0,0,0,0,0,0,0,0
202315,265071,49810,0,0,0,0,0,0,0,0,0,0
202608,264901,49640,0,0,0,0,0,0,0,0,0,0
202899,264674,49413,0,0,0,0,0,0,0,0,0,0
203190,264467,49206,0,0,0,0,0,0,0,0,0,0
203482,264588,49327,0,0,0,0,0,0,0,0,0,0
203773,264541,49280,0,0,0,0,0,0,0,0,0,0
204065,264437,49176,0,0,0,0,0,0,0,0,0,0
204356,264845,49584,0,0,0,0,0,0,0,0,0,0
204648,264632,49371,0,0,0,0,0,0,0,0,0,0
204939,264614,49353,0,0,0,0,0,0,0,0,0,0
205230,264824,49563,0,0,0,0,0,0,0,0,0,0
205522,264543,49282,0,0,0,0,0,0,0,0,0,0
205814,264545,49284,0,0,0,0,0,0,0,0,0,0
206105,264610,49349,0,0,0,0,0,0,0,0,0,0
206397,264200,48939,0,0,0,0,0,0,0,0,0,0
206688,264365,49104,0,0,0,0,0,0,0,0,0,0
206979,264180,48919,0,0,0,0,0,0,0,0,0,0
207270,264254,48993,0,0,0,0,0,0,0,0,0,0
207563,264283,49022,0,0,0,0,0,0,0,0,0,0
207854,265099,49838,0,0,0,0,0,0,0,0,0,0
208145,264400,49139,0,0,0,0,0,0,0,0,0,0
208437,264371,49110,0,0,0,0,0,0,0,0,0,0
208728,264221,48960,0,0,0,0,0,0,0,0,0,0
209019,264439,49178,0,0,0,0,0,0,0,0,0,0
209312,264133,48872,0,0,0,0,0,0,0,0,0,0
209603,264111,48850,0,0,0,0,0,0,0,0,0,0
209894,264342,49081,0,0,0,0,0,0,0,0,0,0
210185,264626,49365,0,0,0,0,0,0,0,0,0,0
210477,264692,49431,0,0,0,0,0,0,0,0,0,0
210769,264580,49319,0,0,0,0,0,0,0,0,0,0
211060,264602,49341,0,0,0,0,0,0,0,0,0,0
211352,264437,49176,0,0,0,0,0,0,0,0,0,0
211643,264107,48846,0,0,0,0,0,0,0,0,0,0
211934,264107,48846,0,0,0,0,0,0,0,0,0,0
212226,264559,49298,0,0,0,0,0,0,0,0,0,0
212517,264507,49246,0,0,0,0,0,0,0,0,0,0
212809,264646,49385,0,0,0,0,0,0,0,0,0,0
213100,264713,49452,0,0,0,0,0,0,0,0,0,0
213392,264854,49593,0,0,0,0,0,0,0,0,0,0
213683,265238,49977,0,0,0,0,0,0,0,0,0,0
213975,264706,49445,0,0,0,0,0,0,0,0,0,0
214266,265152,49891,0,0,0,0,0,0,0,0,0,0
214558,265597,50336,0,0,0,0,0,0,0,0,0,0
214849,265862,50601,0,0,0,0,0,0,0,0,0,0
215140,265714,50453,0,0,0,0,0,0,0,0,0,0
215432,265977,50716,0,0,0,0,0,0,0,0,0,0
215723,266328,51067,0,0,0,0,0,0,0,0,0,0
216015,265839,50578,0,0,0,0,0,0,0,0,0,0
216306,265425,50164,0,0,1,0,0,0,-1,0,0,0
216598,268843,53582,0,0,0,0,0,0,0,0,0,0
216889,271316,56055,0,0,0,0,0,0,0,0,0,0
217180,271550,56289,0,0,0,0,0,0,0,0,0,0
217472,271323,56062,0,0,0,0,0,0,0,0,0,0
217763,271199,55938,0,0,0,0,0,0,0,0,0,0
218055,271271,56010,0,0,0,0,0,0,0,0,0,0
218346,271450,56189,0,0,0,0,0,0,0,0,0,0
218637,270966,55705,0,0,0,0,0,0,0,0,0,0
218930,271234,55973,0,0,0,0,0,0,0,0,0,0
219221,271675,56414,0,0,0,0,0,0,0,0,0,0
219512,271856,56595,0,0,0,0,0,0,0,0,0,0
219804,271482,56221,0,0,0,0,0,0,0,0,0,0
220095,271387,56126,0,0,0,0,0,0,0,0,0,0
220386,271155,55894,0,0,0,0,0,0,0,0,0,0
220678,271075,55814,0,0,0,0,0,0,0,0,0,0
220969,271404,56143,0,0,1,0,0,0,-1,0,0,0
221261,267311,52050,0,0,0,0,0,0,0,0,0,0
221552,264753,49492,0,0,0,0,0,0,0,0,0,0
221844,264973,49712,0,0,0,0,0,0,0,0,0,0
222135,264736,49475,0,0,0,0,0,0,0,0,0,0
222427,264806,49545,0,0,0,0,0,0,0,0,0,0
222718,264522,49261,0,0,0,0,0,0,0,0,0,0
223010,265061,49800,0,0,0,0,0,0,0,0,0,0
223301,265100,49839,0,0,0,0,0,0,0,0,0,0
223593,265335,50074,0,0,0,0,0,0,0,0,0,0
223884,264720,49459,0,0,0,0,0,0,0,0,0,0
224175,264535,49274,0,0,0,0,0,0,0,0,0,0
224467,264286,49025,0,0,0,0,0,0,0,0,0,0
224759,264198,48937,0,0,0,0,0,0,0,0,0,0
225050,264154,48893,0,0,0,0,0,0,0,0,0,0
225341,264821,49560,0,0,0,0,0,0,0,0,0,0
225633,264576,49315,0,0,0,0,0,0,0,0,0,0
225924,264784,49523,0,0,0,0,0,0,0,0,0,0
226215,264710,49449,0,0,0,0,0,0,0,0,0,0
226507,264923,49662,0,0,0,0,0,0,0,0,0,0
226799,265172,49911,0,0,0,0,0,0,0,0,0,0
227090,264814,49553,0,0,0,0,0,0,0,0,0,0
227381,264829,49568,0,0,0,0,0,0,0,0,0,0
227673,264621,49360,0,0,0,0,0,0,0,0,0,0
227964,264816,49555,0,0,0,0,0,0,0,0,0,0
228255,265071,49810,0,0,0,0,0,0,0,0,0,0
228547,264993,49732,0,0,0,0,0,0,0,0,0,0
228839,264851,49590,0,0,0,0,0,0,0,0,0,0
229130,264911,49650,0,0,0,0,0,0,0,0,0,0
229421,264530,49269,0,0,0,0,0,0,0,0,0,0
229713,264777,49516,0,0,0,0,0,0,0,0,0,0
230004,264797,49536,0,0,0,0,0,0,0,0,0,0
230295,265019,49758,0,0,0,0,0,0,0,0,0,0
230588,264662,49401,0,0,0,0,0,0,0,0,0,0
230879,264231,48970,0,0,0,0,0,0,0,0,0,0
231170,263650,48389,0,0,0,0,0,0,0,0,0,0
231461,263988,48727,0,0,0,0,0,0,0,0,0,0
231753,264627,49366,0,0,0,0,0,0,0,0,0,0
232045,264896,49635,0,0,0,0,0,0,0,0,0,0
232336,264630,49369,0,0,0,0,0,0,0,0,0,0
232627,264382,49121,0,0,0,0,0,0,0,0,0,0
232919,263846,48585,0,0,0,0,0,0,0,0,0,0
233210,264442,49181,0,0,0,0,0,0,0,0,0,0
233501,264852,49591,0,0,0,0,0,0,0,0,0,0
233794,264873,49612,0,0,0,0,0,0,0,0,0,0
234085,264665,49404,0,0,0,0,0,0,0,0,0,0
234376,265029,49768,0,0,0,0,0,0,0,0,0,0
234668,265200,49939,0,0,0,0,0,0,0,0,0,0
234959,265372,50111,0,0,0,0,0,0,0,0,0,0
235250,265319,50058,0,0,0,0,0,0,0,0,0,0
235542,265313,50052,0,0,0,0,0,0,0,0,0,0
235833,264857,49596,0,0,0,0,0,0,0,0,0,0
236125,264964,49703,0,0,0,0,0,0,0,0,0,0
236416,265291,50030,0,0,0,0,0,0,0,0,0,0
236707,265199,49938,0,0,0,0,0,0,0,0,0,0
237000,265151,49890,0,0,0,0,0,0,0,0,0,0
237291,265033,49772,0,0,0,0,0,0,0,0,0,0
237582,264755,49494,0,0,0,0,0,0,0,0,0,0
237873,264885,49624,0,0,0,0,0,0,0,0,0,0
238165,264668,49407,0,0,0,0,0,0,0,0,0,0
238456,264282,49021,0,0,0,0,0,0,0,0,0,0
238748,265046,49785,0,0,0,0,0,0,0,0,0,0
239039,265311,50050,0,0,0,0,0,0,0,0,0,0
239331,265313,50052,0,0,0,0,0,0,0,0,0,0
239622,265018,49757,0,0,0,0,0,0,0,0,0,0
239913,264995,49734,0,0,0,0,0,0,0,0,0,0
240205,265177,49916,0,0,0,0,0,0,0,0,0,0
240497,265410,50149,0,0,0,0,0,0,0,0,0,0
240788,265411,50150,0,0,0,0,0,0,0,0,0,0
241080,265402,50141,0,0,0,0,0,0,0,0,0,0
241371,265135,49874,0,0,0,0,0,0,0,0,0,0
241662,265257,49996,0,0,0,0,0,0,0,0,0,0
241954,264997,49736,0,0,0,0,0,0,0,0,0,0
242245,265383,50122,0,0,0,0,0,0,0,0,0,0
242537,265364,50103,0,0,0,0,0,0,0,0,0,0
242829,265432,50171,0,0,0,0,0,0,0,0,0,0
243120,265362,50101,0,0,0,0,0,0,0,0,0,0
243411,265789,50528,0,0,0,0,0,0,0,0,0,0
243702,265799,50538,0,0,0,0,0,0,0,0,0,0
243994,265624,50363,0,0,0,0,0,0,0,0,0,0
244286,265106,49845,0,0,0,0,0,0,0,0,0,0
244577,265418,50157,0,0,0,0,0,0,0,0,0,0
244869,265781,50520,0,0,0,0,0,0,0,0,0,0
245160,265573,50312,0,0,0,0,0,0,0,0,0,0
245451,265783,50522,0,0,0,0,0,0,0,0,0,0
245742,265793,50532,0,0,0,0,0,0,0,0,0,0
246034,265990,50729,0,0,0,0,0,0,0,0,0,0
246326,265551,50290,0,0,0,0,0,0,0,0,0,0
246617,264982,49721,0,0,0,0,0,0,0,0,0,0
246909,265059,49798,0,0,0,0,0,0,0,0,0,0
247200,265022,49761,0,0,0,0,0,0,0,0,0,0
247491,265411,50150,0,0,0,0,0,0,0,0,0,0
247783,265603,50342,0,0,0,0,0,0,0,0,0,0
248074,265477,50216,0,0,0,0,0,0,0,0,0,0
248366,265278,50017,0,0,0,0,0,0,0,0,0,0
248658,265736,50475,0,0,0,0,0,0,0,0,0,0
248949,265533,50272,0,0,0,0,0,0,0,0,0,0
249240,265562,50301,0,0,0,0,0,0,0,0,0,0
249531,265705,50444,0,0,0,0,0,0,0,0,0,0
249823,265698,50437,0,0,0,0,0,0,0,0,0,0
250114,265586,50325,0,0,0,0,0,0,0,0,0,0
250406,265732,50471,0,0,0,0,0,0,0,0,0,0
250698,265495,50234,0,0,0,0,0,0,0,0,0,0
250989,265578,50317,0,0,0,0,0,0,0,0,0,0
251280,265149,49888,0,0,0,0,0,0,0,0,0,0
251572,265157,49896,0,0,0,0,0,0,0,0,0,0
251863,265705,50444,0,0,0,0,0,0,0,0,0,0
252154,265385,50124,0,0,0,0,0,0,0,0,0,0
252447,265388,50127,0,0,0,0,0,0,0,0,0,0
252738,265474,50213,0,0,0,0,0,0,0,0,0,0
253029,265323,50062,0,0,0,0,0,0,0,0,0,0
253321,265556,50295,0,0,0,0,0,0,0,0,0,0
253612,265314,50053,0,0,0,0,0,0,0,0,0,0
253903,265547,50286,0,0,0,0,0,0,0,0,0,0
254194,265613,50352,0,0,0,0,0,0,0,0,0,0
254487,265370,50109,0,0,0,0,0,0,0,0,0,0
254778,265601,50340,0,0,0,0,0,0,0,0,0,0
255069,265607,50346,0,0,0,0,0,0,0,0,0,0
255361,265694,50433,0,0,0,0,0,0,0,0,0,0
255652,265652,50391,0,0,0,0,0,0,0,0,0,0
255943,265859,50598,0,0,0,0,0,0,0,0,0,0
256235,265727,50466,0,0,0,0,0,0,0,0,0,0
256527,265524,50263,0,0,0,0,0,0,0,0,0,0
256818,265749,50488,0,0,0,0,0,0,0,0,0,0
257110,265527,50266,0,0,0,0,0,0,0,0,0,0
257401,264937,49676,0,0,0,0,0,0,0,0,0,0
257692,261175,45914,0,0,0,0,0,0,0,0,0,0
257983,260741,45480,0,0,0,0,0,0,0,0,0,0
258275,261562,46301,0,0,0,0,0,0,0,0,0,0
258567,261357,46096,0,0,0,0,0,0,0,0,0,0
258858,261245,45984,0,0,0,0,0,0,0,0,0,0
259150,261151,45890,0,0,0,0,0,0,0,0,0,0
259441,261025,45764,0,0,0,0,0,0,0,0,0,0
259732,261217,45956,0,0,0,0,0,0,0,0,0,0
260024,259594,44333,0,0,0,0,0,0,0,0,0,0
260315,259219,43958,0,0,0,0,0,0,0,0,0,0
260607,258051,42790,0,0,0,0,0,0,0,0,0,0
260898,258103,42842,0,0,0,0,0,0,0,0,0,0
261190,258027,42766,0,0,0,0,0,0,0,0,0,0
261481,257470,42209,0,0,0,0,0,0,0,0,0,0
261772,257631,42370,0,0,0,0,0,0,0,0,0,0
262064,263227,47966,0,0,0,0,0,0,0,0,0,0
262355,265463,50202,0,0,0,0,0,0,0,0,0,0
262647,265334,50073,0,0,0,0,0,0,0,0,0,0
262939,265709,50448,0,0,0,0,0,0,0,0,0,0
263230,265436,50175,0,0,0,0,0,0,0,0,0,0
263521,265660,50399,0,0,0,0,0,0,0,0,0,0
263812,265192,49931,0,0,0,0,0,0,0,0,0,0
264105,265418,50157,0,0,0,0,0,0,0,0,0,0
264396,265328,50067,0,0,0,0,0,0,0,0,0,0
264687,265186,49925,0,0,0,0,0,0,0,0,0,0
264978,265205,49944,0,0,0,0,0,0,0,0,0,0
265270,265063,49802,0,0,0,0,0,0,0,0,0,0
265561,265036,49775,0,0,0,0,0,0,0,0,0,0
265853,264997,49736,0,0,0,0,0,0,0,0,0,0
266144,265117,49856,0,0,0,0,0,0,0,0,0,0
266436,265321,50060,0,0,0,0,0,0,0,0,0,0
266727,265163,49902,0,0,0,0,0,0,0,0,0,0
267019,264921,49660,0,0,0,0,0,0,0,0,0,0
267310,265023,49762,0,0,0,0,0,0,0,0,0,0
267602,265135,49874,0,0,0,0,0,0,0,0,0,0
267893,265520,50259,0,0,0,0,0,0,0,0,0,0
268184,266093,50832,0,0,0,0,0,0,0,0,0,0
268475,266500,51239,0,0,0,0,0,0,0,0,0,0
268768,261529,46268,0,0,0,0,0,0,0,0,0,0
269059,259159,43898,0,0,0,0,0,0,0,0,0,0
269350,259364,44103,0,0,0,0,0,0,0,0,0,0
269642,259707,44446,0,0,0,0,0,0,0,0,0,0
269933,258949,43688,0,0,0,0,0,0,0,0,0,0
270224,258853,43592,0,0,0,0,0,0,0,0,0,0
270516,259395,44134,0,0,0,0,0,0,0,0,0,0
270808,259227,43966,0,0,0,0,0,0,0,0,0,0
271099,259350,44089,0,0,0,0,0,0,0,0,0,0
271390,259023,43762,0,0,0,0,0,0,0,0,0,0
271681,258793,43532,0,0,0,0,0,0,0,0,0,0
271973,259190,43929,0,0,0,0,0,0,0,0,0,0
272265,259068,43807,0,0,0,0,0,0,0,0,0,0
272556,259318,44057,0,0,0,0,0,0,0,0,0,0
272847,259467,44206,0,0,0,0,0,0,0,0,0,0
273139,259516,44255,0,0,0,0,0,0,0,0,0,0
273430,259535,44274,0,0,0,0,0,0,0,0,0,0
273721,259325,44064,0,0,0,0,0,0,0,0,0,0
274014,259184,43923,0,0,0,0,0,0,0,0,0,0
274305,259047,43786,0,0,0,0,0,0,0,0,0,0
274596,256842,41581,0,0,0,0,0,0,0,0,0,0
274888,256938,41677,0,0,0,0,0,0,0,0,0,0
275179,257044,41783,0,0,0,0,0,0,0,0,0,0
275470,257041,41780,0,0,0,0,0,0,0,0,0,0
275761,256881,41620,0,0,0,0,0,0,0,0,0,0
276054,256749,41488,0,0,0,0,0,0,0,0,0,0
276345,256846,41585,0,0,0,0,0,0,0,0,0,0
276636,256790,41529,0,0,0,0,0,0,0,0,0,0
276928,256411,41150,0,0,0,0,0,0,0,0,0,0
277219,256238,40977,0,0,0,0,0,0,0,0,0,0
