tempo_ms,hx_raw,hx_net,invalid,beep_up,beep_down,trim_release,limit_top,limit_bottom,movement,ap,hyd,pos
277510,256291,41030,0,0,0,0,0,0,0,0,0,0
277802,257047,41786,0,0,0,0,0,0,0,0,0,0
278093,257145,41884,0,0,0,0,0,0,0,0,0,0
278384,257010,41749,0,0,0,0,0,0,0,0,0,0
278676,257089,41828,0,0,0,0,0,0,0,0,0,0
278968,257050,41789,0,0,0,0,0,0,0,0,0,0
279259,257012,41751,0,0,0,0,0,0,0,0,0,0
279551,256858,41597,0,0,0,0,0,0,0,0,0,0
279842,256832,41571,0,0,0,0,0,0,0,0,0,0
280133,256898,41637,0,0,0,0,0,0,0,0,0,0
280425,256724,41463,0,0,0,0,0,0,0,0,0,0
280716,256977,41716,0,0,0,0,0,0,0,0,0,0
281007,256879,41618,0,0,0,0,0,0,0,0,0,0
281299,256912,41651,0,0,0,0,0,0,0,0,0,0
281590,261381,46120,0,0,0,0,0,0,0,0,0,0
281881,263275,48014,0,0,0,0,0,0,0,0,0,0
282174,263505,48244,0,0,0,0,0,0,0,0,0,0
282465,263362,48101,0,0,0,0,0,0,0,0,0,0
282756,263298,48037,0,0,0,0,0,0,0,0,0,0
283048,263395,48134,0,0,0,0,0,0,0,0,0,0
283339,263534,48273,0,0,0,0,0,0,0,0,0,0
283630,263104,47843,0,0,0,0,0,0,0,0,0,0
283922,262975,47714,0,0,0,0,0,0,0,0,0,0
284213,263210,47949,0,0,0,0,0,0,0,0,0,0
284504,263347,48086,0,0,0,0,0,0,0,0,0,0
284796,263404,48143,0,0,0,0,0,0,0,0,0,0
285087,263547,48286,0,0,0,0,0,0,0,0,0,0
285379,263548,48287,0,0,0,0,0,0,0,0,0,0
285671,263319,48058,0,0,0,0,0,0,0,0,0,0
285962,263424,48163,0,0,0,0,0,0,0,0,0,0
286253,263477,48216,0,0,0,0,0,0,0,0,0,0
286544,263465,48204,0,0,0,0,0,0,0,0,0,0
286836,263387,48126,0,0,0,0,0,0,0,0,0,0
287127,263357,48096,0,0,0,0,0,0,0,0,0,0
287418,263321,48060,0,0,0,0,0,0,0,0,0,0
287711,263553,48292,0,0,0,0,0,0,0,0,0,0
288002,263562,48301,0,0,0,0,0,0,0,0,0,0
288293,263669,48408,0,0,0,0,0,0,0,0,0,0
288584,263448,48187,0,0,0,0,0,0,0,0,0,0
288876,263386,48125,0,0,0,0,0,0,0,0,0,0
289167,263766,48505,0,0,0,0,0,0,0,0,0,0
289458,265456,50195,0,0,0,0,0,0,0,0,0,0
289750,266771,51510,0,0,0,0,0,0,0,0,0,0
290041,266331,51070,0,0,0,0,0,0,0,0,0,0
290333,261069,45808,0,0,0,0,0,0,0,0,0,0
290625,260255,44994,0,0,0,0,0,0,0,0,0,0
290916,260259,44998,0,0,0,0,0,0,0,0,0,0
291207,263919,48658,0,0,0,0,0,0,0,0,0,0
291499,266632,51371,0,0,0,0,0,0,0,0,0,0
291790,266822,51561,0,0,1,0,0,0,-1,0,0,0
292081,262536,47275,0,0,0,0,0,0,0,0,0,0
292373,260195,44934,0,0,0,0,0,0,0,0,0,0
292664,260153,44892,0,0,0,0,0,0,0,0,0,0
292955,260117,44856,0,0,0,0,0,0,0,0,0,0
293247,260036,44775,0,0,0,0,0,0,0,0,0,0
293539,260045,44784,0,0,0,0,0,0,0,0,0,0
293830,260101,44840,0,0,0,0,0,0,0,0,0,0
294121,259909,44648,0,0,0,0,0,0,0,0,0,0
294413,259589,44328,0,0,0,0,0,0,0,0,0,0
294704,259909,44648,0,0,0,0,0,0,0,0,0,0
294995,259887,44626,0,0,0,0,0,0,0,0,0,0
295287,259628,44367,0,0,0,0,0,0,0,0,0,0
295578,259977,44716,0,0,0,0,0,0,0,0,0,0
295870,259675,44414,0,0,0,0,0,0,0,0,0,0
296161,259868,44607,0,0,0,0,0,0,0,0,0,0
296453,259838,44577,0,0,0,0,0,0,0,0,0,0
296744,259879,44618,0,0,0,0,0,0,0,0,0,0
297035,260019,44758,0,0,0,0,0,0,0,0,0,0
297327,259695,44434,0,0,0,0,0,0,0,0,0,0
297618,259616,44355,0,0,0,0,0,0,0,0,0,0
297909,259580,44319,0,1,0,0,0,0,1,0,0,0
298201,257387,42126,0,0,0,0,0,0,0,0,0,0
298493,257030,41769,0,0,0,0,0,0,0,0,0,0
298784,256707,41446,0,0,0,0,0,0,0,0,0,0
299075,256937,41676,0,0,0,0,0,0,0,0,0,0
299367,256795,41534,0,0,0,0,0,0,0,0,0,0
299658,256592,41331,0,0,0,0,0,0,0,0,0,0
299949,256785,41524,0,0,0,0,0,0,0,0,0,0
300241,257016,41755,0,0,0,0,0,0,0,0,0,0
300532,256852,41591,0,0,0,0,0,0,0,0,0,0
300823,257024,41763,0,0,0,0,0,0,0,0,0,0
301115,257255,41994,0,0,0,0,0,0,0,0,0,0
301406,257037,41776,0,0,0,0,0,0,0,0,0,0
301697,257146,41885,0,0,0,0,0,0,0,0,0,0
301990,257073,41812,0,0,0,0,0,0,0,0,0,0
302281,256959,41698,0,0,0,0,0,0,0,0,0,0
302572,256634,41373,0,0,0,0,0,0,0,0,0,0
302864,256450,41189,0,0,0,0,0,0,0,0,0,0
303155,256349,41088,0,0,0,0,0,0,0,0,0,0
303446,256331,41070,0,0,0,0,0,0,0,0,0,0
303738,256382,41121,0,0,0,0,0,0,0,0,0,0
304029,256462,41201,0,0,0,0,0,0,0,0,0,0
304320,255938,40677,0,0,0,0,0,0,0,0,0,0
304611,256064,40803,0,0,0,0,0,0,0,0,0,0
304904,256037,40776,0,0,0,0,0,0,0,0,0,0
305195,256538,41277,0,0,0,0,0,0,0,0,0,0
305486,256258,40997,0,0,0,0,0,0,0,0,0,0
305777,256706,41445,0,0,0,0,0,0,0,0,0,0
306069,256979,41718,0,0,0,0,0,0,0,0,0,0
306360,256742,41481,0,0,0,0,0,0,0,0,0,0
306651,256692,41431,0,0,0,0,0,0,0,0,0,0
306943,257254,41993,0,0,0,0,0,0,0,0,0,0
307235,262083,46822,0,0,0,0,0,0,0,0,0,0
307526,263069,47808,0,0,0,0,0,0,0,0,0,0
307817,263255,47994,0,0,0,0,0,0,0,0,0,0
308109,263413,48152,0,0,0,0,0,0,0,0,0,0
308400,263474,48213,0,0,0,0,0,0,0,0,0,0
308691,263586,48325,0,0,0,0,0,0,0,0,0,0
308983,263717,48456,0,0,0,0,0,0,0,0,0,0
309275,263478,48217,0,0,0,0,0,0,0,0,0,0
309566,263314,48053,0,0,0,0,0,0,0,0,0,0
309857,263590,48329,0,0,0,0,0,0,0,0,0,0
310149,263864,48603,0,0,0,0,0,0,0,0,0,0
310440,264303,49042,0,0,0,0,0,0,0,0,0,0
310731,264120,48859,0,0,0,0,0,0,0,0,0,0
311022,263854,48593,0,0,0,0,0,0,0,0,0,0
311315,263983,48722,0,0,0,0,0,0,0,0,0,0
311606,263672,48411,0,0,0,0,0,0,0,0,0,0
311897,263489,48228,0,0,0,0,0,0,0,0,0,0
312189,263384,48123,0,0,0,0,0,0,0,0,0,0
312480,263407,48146,0,0,0,0,0,0,0,0,0,0
312771,263884,48623,0,0,0,0,0,0,0,0,0,0
313062,263930,48669,0,0,0,0,0,0,0,0,0,0
313354,264102,48841,0,0,0,0,0,0,0,0,0,0
313646,264318,49057,0,0,0,0,0,0,0,0,0,0
313937,263759,48498,0,0,0,0,0,0,0,0,0,0
314228,263995,48734,0,0,0,0,0,0,0,0,0,0
314519,264017,48756,0,0,0,0,0,0,0,0,0,0
314812,264069,48808,0,0,0,0,0,0,0,0,0,0
315103,263153,47892,0,0,0,0,0,0,0,0,0,0
315394,263591,48330,0,0,0,0,0,0,0,0,0,0
315685,263798,48537,0,0,0,0,0,0,0,0,0,0
315976,263411,48150,0,0,0,0,0,0,0,0,0,0
316269,263618,48357,0,0,0,0,0,0,0,0,0,0
316560,263726,48465,0,0,0,0,0,0,0,0,0,0
316851,263252,47991,0,0,0,0,0,0,0,0,0,0
317142,262920,47659,0,0,0,0,0,0,0,0,0,0
317433,264734,49473,0,0,0,0,0,0,0,0,0,0
317726,266907,51646,0,0,0,0,0,0,0,0,0,0
318017,267262,52001,0,0,0,0,0,0,0,0,0,0
318309,267310,52049,0,0,0,0,0,0,0,0,0,0
318600,267253,51992,0,0,0,0,0,0,0,0,0,0
318891,266908,51647,0,0,0,0,0,0,0,0,0,0
319182,266872,51611,0,0,0,0,0,0,0,0,0,0
319473,266880,51619,0,0,0,0,0,0,0,0,0,0
319766,267219,51958,0,0,0,0,0,0,0,0,0,0
320057,266951,51690,0,0,0,0,0,0,0,0,0,0
320348,266971,51710,0,0,0,0,0,0,0,0,0,0
320639,266671,51410,0,0,0,0,0,0,0,0,0,0
320930,266641,51380,0,0,0,0,0,0,0,0,0,0
321222,267244,51983,0,0,0,0,0,0,0,0,0,0
321513,267576,52315,0,0,0,0,0,0,0,0,0,0
321806,267845,52584,0,0,0,0,0,0,0,0,0,0
322097,267814,52553,0,0,0,0,0,0,0,0,0,0
