tempo_ms,hx_raw,hx_net,delta,spikes,invalid
261378,249170,45,55,0,1
261671,249324,199,154,0,1
261964,249309,184,-15,0,1
262256,249283,158,-26,0,1
262549,249353,228,70,0,1
262842,249374,249,21,0,1
263135,249260,135,-114,0,1
263428,249121,-4,-139,0,1
263721,249228,103,107,0,1
264014,249189,64,-39,0,1
264306,249162,37,-27,0,1
264600,249295,170,133,0,1
264893,249211,86,-84,0,1
265185,249259,134,48,0,1
265479,249261,136,2,0,1
265771,249282,157,21,0,1
266064,249240,115,-42,0,1
266356,249249,124,9,0,1
266650,249606,481,357,0,1
266942,249565,440,-41,0,1
267236,249439,314,-126,0,1
267528,249684,559,245,0,1
267821,249852,727,168,0,1
268114,249653,528,-199,0,1
268407,249625,500,-28,0,1
268700,249675,550,50,0,1
268992,249617,492,-58,0,1
269286,249419,294,-198,0,1
269579,249471,346,52,0,1
269872,249370,245,-101,0,1
270164,249402,277,32,0,1
270457,249589,464,187,0,1
270750,249535,410,-54,0,1
271043,249600,475,65,0,1
271335,249415,290,-185,0,1
271629,249457,332,42,0,1
271922,249507,382,50,0,1
272214,249494,369,-13,0,1
272507,249418,293,-76,0,1
272800,249233,108,-185,0,1
273093,249382,257,149,0,1
273386,249425,300,43,0,1
273678,249457,332,32,0,1
273971,249367,242,-90,0,1
274265,249479,354,112,0,1
274557,249491,366,12,0,1
274851,249746,621,255,0,1
275143,249616,491,-130,0,1
275436,249681,556,65,0,1
275729,249561,436,-120,0,1
276021,249559,434,-2,0,1
276315,249687,562,128,0,1
276607,249636,511,-51,0,1
276900,249502,377,-134,0,1
277193,249472,347,-30,0,1
277486,249523,398,51,0,1
277780,249281,156,-242,0,1
278072,249423,298,142,0,1
278365,249719,594,296,0,1
278657,249602,477,-117,0,1
278951,249645,520,43,0,1
279243,249649,524,4,0,1
279537,249611,486,-38,0,1
279829,249734,609,123,0,1
280123,249715,590,-19,0,1
280415,249499,374,-216,0,1
280708,249561,436,62,0,1
281001,249660,535,99,0,1
281294,249654,529,-6,0,1
281586,249639,514,-15,0,1
281880,249709,584,70,0,1
282172,249978,853,269,0,1
282465,250055,930,77,0,1
282758,250020,895,-35,0,1
283051,249900,775,-120,0,1
283343,249924,799,24,0,1
283637,249886,761,-38,0,1
283930,249752,627,-134,0,1
284222,249770,645,18,0,1
284516,250050,925,280,0,1
284808,249995,870,-55,0,1
285100,250010,885,15,0,1
285394,249938,813,-72,0,1
285687,250042,917,104,0,1
285980,250066,941,24,0,1
286273,249708,583,-358,0,1
286565,249719,594,11,0,1
286858,249620,495,-99,0,1
287151,249456,331,-164,0,1
287444,249476,351,20,0,1
287737,249384,259,-92,0,1
288029,249360,235,-24,0,1
288323,249244,119,-116,0,1
288615,249482,357,238,0,1
288909,249223,98,-259,0,1
289201,249066,-59,-157,0,1
289495,249287,162,221,0,1
289787,249174,49,-113,0,1
290080,249222,97,48,0,1
290373,249121,-4,-101,0,1
290666,249152,27,31,0,1
290959,249168,43,16,0,1
291252,249204,79,36,0,1
291544,248966,-159,-238,0,1
291838,249066,-59,100,0,1
292130,248879,-246,-187,0,1
292423,249085,-40,206,0,1
292715,248800,-325,-285,0,1
293009,248719,-406,-81,0,1
293301,248801,-324,82,0,1
293595,248830,-295,29,0,1
293888,248677,-448,-153,0,1
294180,248667,-458,-10,0,1
294473,248679,-446,12,0,1
294766,248855,-270,176,0,1
295059,248768,-357,-87,0,1
295351,248652,-473,-116,0,1
295645,248464,-661,-188,0,1
295937,248538,-587,74,0,1
296231,248678,-447,140,0,1
296523,248430,-695,-248,0,1
296816,248465,-660,35,0,1
297109,248368,-757,-97,0,1
297402,248405,-720,37,0,1
297694,248427,-698,22,0,1
297988,248628,-497,201,0,1
298280,248444,-681,-184,0,1
298573,248610,-515,166,0,1
298866,248674,-451,64,0,1
299160,248772,-353,98,0,1
299452,249039,-86,267,0,1
299745,248955,-170,-84,0,1
300037,248882,-243,-73,0,1
300331,248946,-179,64,0,1
300624,248780,-345,-166,0,1
300916,248981,-144,201,0,1
301210,248873,-252,-108,0,1
301502,248920,-205,47,0,1
301795,249000,-125,80,0,1
302088,249006,-119,6,0,1
302381,249001,-124,-5,0,1
302674,248965,-160,-36,0,1
302967,249015,-110,50,0,1
303259,249025,-100,10,0,1
303553,249008,-117,-17,0,1
303845,249231,106,223,0,1
304138,249142,17,-89,0,1
304431,249046,-79,-96,0,1
304724,248978,-147,-68,0,1
305016,249011,-114,33,0,1
305310,249060,-65,49,0,1
305602,248980,-145,-80,0,1
305895,249070,-55,90,0,1
306188,249039,-86,-31,0,1
306480,248971,-154,-68,0,1
306774,249145,20,174,0,1
307067,249110,-15,-35,0,1
307360,249127,2,17,0,1
307652,249134,9,7,0,1
307945,249034,-91,-100,0,1
308239,248920,-205,-114,0,1
308531,248741,-384,-179,0,1
308824,248820,-305,79,0,1
309117,248952,-173,132,0,1
309409,248981,-144,29,0,1
309702,248948,-177,-33,0,1
309995,249125,0,177,0,1
310288,248974,-151,-151,0,1
310581,248984,-141,10,0,1
310874,249076,-49,92,0,1
311166,249104,-21,28,0,1
311460,248991,-134,-113,0,1
311752,248724,-401,-267,0,1
312045,248881,-244,157,0,1
312338,248924,-201,43,0,1
312631,248786,-339,-138,0,1
312923,248794,-331,8,0,1
313217,248903,-222,109,0,1
313509,248806,-319,-97,0,1
313802,248716,-409,-90,0,1
314095,248718,-407,2,0,1
314387,248840,-285,122,0,1
314681,248713,-412,-127,0,1
314973,248774,-351,61,0,1
315266,248788,-337,14,0,1
315560,248902,-223,114,0,1
315852,248716,-409,-186,0,1
316146,248668,-457,-48,0,1
316438,248722,-403,54,0,1
316731,248851,-274,129,0,1
317024,248734,-391,-117,0,1
317317,248494,-631,-240,0,1
317609,248666,-459,172,0,1
317903,248699,-426,33,0,1
318195,248851,-274,152,0,1
318488,248764,-361,-87,0,1
318781,248627,-498,-137,0,1
319074,248611,-514,-16,0,1
319367,248566,-559,-45,0,1
319659,248818,-307,252,0,1
319952,248729,-396,-89,0,1
320245,248815,-310,86,0,1
320538,248798,-327,-17,0,1
320830,248917,-208,119,0,1
321124,248816,-309,-101,0,1
321416,248948,-177,132,0,1
321710,248968,-157,20,0,1
322002,248641,-484,-327,0,1
322295,248534,-591,-107,0,1
322588,248618,-507,84,0,1
322881,248684,-441,66,0,1
323173,248568,-557,-116,0,1
323467,248477,-648,-91,0,1
323760,248448,-677,-29,0,1
324052,248373,-752,-75,0,1
324345,248475,-650,102,0,1
324638,248371,-754,-104,0,1
324930,248418,-707,47,0,1
325224,248396,-729,-22,0,1
325516,248513,-612,117,0,1
325809,248199,-926,-314,0,1
326102,248315,-810,116,0,1
326395,248440,-685,125,0,1
326688,248320,-805,-120,0,1
326981,248303,-822,-17,0,1
327273,248388,-737,85,0,1
327567,248289,-836,-99,0,1
327859,248154,-971,-135,0,1
328152,248181,-944,27,0,1
328445,248471,-654,290,0,1
328738,248258,-867,-213,0,1
329031,248214,-911,-44,0,1
329324,248262,-863,48,0,1
329616,248204,-921,-58,0,1
329910,248218,-907,14,0,1
330202,248390,-735,172,0,1
330495,248655,-470,265,0,1
330789,248564,-561,-91,0,1
331081,248549,-576,-15,0,1
